CUID,Species,Year,LGL counts,Total run,Region
217,Chinook,1966,NA,NA,Skeena
217,Chinook,1967,NA,NA,Skeena
217,Chinook,1968,NA,NA,Skeena
217,Chinook,1969,NA,NA,Skeena
217,Chinook,1970,NA,NA,Skeena
217,Chinook,1971,NA,NA,Skeena
217,Chinook,1972,NA,NA,Skeena
217,Chinook,1973,NA,NA,Skeena
217,Chinook,1974,NA,NA,Skeena
217,Chinook,1975,NA,NA,Skeena
217,Chinook,1976,NA,NA,Skeena
217,Chinook,1977,NA,NA,Skeena
217,Chinook,1978,NA,NA,Skeena
217,Chinook,1979,NA,NA,Skeena
217,Chinook,1980,566,NA,Skeena
217,Chinook,1981,1639,NA,Skeena
217,Chinook,1982,NA,NA,Skeena
217,Chinook,1983,1130,NA,Skeena
217,Chinook,1984,1942,4248,Skeena
217,Chinook,1985,5226,12763,Skeena
217,Chinook,1986,8711,19989,Skeena
217,Chinook,1987,8711,14572,Skeena
217,Chinook,1988,10453,29998,Skeena
217,Chinook,1989,7840,15690,Skeena
217,Chinook,1990,11324,22459,Skeena
217,Chinook,1991,8188,25112,Skeena
217,Chinook,1992,28745,53091,Skeena
217,Chinook,1993,7622,15761,Skeena
217,Chinook,1994,9582,18387,Skeena
217,Chinook,1995,5052,13633,Skeena
217,Chinook,1996,10975,18740,Skeena
217,Chinook,1997,9233,16531,Skeena
217,Chinook,1998,13927,19556,Skeena
217,Chinook,1999,12195,23738,Skeena
217,Chinook,2000,15409,26983,Skeena
217,Chinook,2001,18263,32205,Skeena
217,Chinook,2002,8281,14091,Skeena
217,Chinook,2003,14225,22650,Skeena
217,Chinook,2004,10299,15732,Skeena
217,Chinook,2005,15970,28470,Skeena
217,Chinook,2006,20022,35783,Skeena
217,Chinook,2007,22916,35120,Skeena
217,Chinook,2008,9616,21298,Skeena
217,Chinook,2009,5465,8479,Skeena
217,Chinook,2010,7325,10927,Skeena
217,Chinook,2011,5604,9770,Skeena
217,Chinook,2012,5624,9269,Skeena
217,Chinook,2013,5027,8097,Skeena
217,Chinook,2014,6413,10396,Skeena
217,Chinook,2015,5949,10682,Skeena
217,Chinook,2016,4344,7617,Skeena
217,Chinook,2017,3886,7022,Skeena
217,Chinook,2018,NA,NA,Skeena
217,Chinook,2019,NA,NA,Skeena
217,Chinook,2020,NA,NA,Skeena
218,Pink (Even),1950,NA,NA,Skeena
218,Pink (Even),1951,NA,NA,Skeena
218,Pink (Even),1952,NA,NA,Skeena
218,Pink (Even),1953,NA,NA,Skeena
218,Pink (Even),1954,171035,384467,Skeena
218,Pink (Even),1955,NA,NA,Skeena
218,Pink (Even),1956,80375,181164,Skeena
218,Pink (Even),1957,NA,NA,Skeena
218,Pink (Even),1958,226250,456768,Skeena
218,Pink (Even),1959,NA,NA,Skeena
218,Pink (Even),1960,63674,114252,Skeena
218,Pink (Even),1961,NA,NA,Skeena
218,Pink (Even),1962,245097,420587,Skeena
218,Pink (Even),1963,NA,NA,Skeena
218,Pink (Even),1964,154731,276268,Skeena
218,Pink (Even),1965,NA,NA,Skeena
218,Pink (Even),1966,247204,465407,Skeena
218,Pink (Even),1967,NA,NA,Skeena
218,Pink (Even),1968,497653,965118,Skeena
218,Pink (Even),1969,NA,NA,Skeena
218,Pink (Even),1970,777840,1326454,Skeena
218,Pink (Even),1971,NA,NA,Skeena
218,Pink (Even),1972,441711,814994,Skeena
218,Pink (Even),1973,NA,NA,Skeena
218,Pink (Even),1974,80451,171711,Skeena
218,Pink (Even),1975,NA,NA,Skeena
218,Pink (Even),1976,623261,949164,Skeena
218,Pink (Even),1977,NA,NA,Skeena
218,Pink (Even),1978,1012011,1851409,Skeena
218,Pink (Even),1979,NA,NA,Skeena
218,Pink (Even),1980,607592,1083877,Skeena
218,Pink (Even),1981,NA,NA,Skeena
218,Pink (Even),1982,972486,1425974,Skeena
218,Pink (Even),1983,NA,NA,Skeena
218,Pink (Even),1984,359935,942472,Skeena
218,Pink (Even),1985,NA,NA,Skeena
218,Pink (Even),1986,878763,2109935,Skeena
218,Pink (Even),1987,NA,NA,Skeena
218,Pink (Even),1988,285865,792639,Skeena
218,Pink (Even),1989,NA,NA,Skeena
218,Pink (Even),1990,1593105,3231191,Skeena
218,Pink (Even),1991,NA,NA,Skeena
218,Pink (Even),1992,1193579,3920847,Skeena
218,Pink (Even),1993,NA,NA,Skeena
218,Pink (Even),1994,238892,555590,Skeena
218,Pink (Even),1995,NA,NA,Skeena
218,Pink (Even),1996,1355995,3366598,Skeena
218,Pink (Even),1997,NA,NA,Skeena
218,Pink (Even),1998,212595,292662,Skeena
218,Pink (Even),1999,NA,NA,Skeena
218,Pink (Even),2000,267430,540583,Skeena
218,Pink (Even),2001,NA,NA,Skeena
218,Pink (Even),2002,128178,199499,Skeena
218,Pink (Even),2003,NA,NA,Skeena
218,Pink (Even),2004,258507,434237,Skeena
218,Pink (Even),2005,NA,NA,Skeena
218,Pink (Even),2006,128291,231411,Skeena
218,Pink (Even),2007,NA,NA,Skeena
218,Pink (Even),2008,82519,114039,Skeena
218,Pink (Even),2009,NA,NA,Skeena
218,Pink (Even),2010,183372,213704,Skeena
218,Pink (Even),2011,NA,NA,Skeena
218,Pink (Even),2012,154537,202274,Skeena
218,Pink (Even),2013,NA,NA,Skeena
218,Pink (Even),2014,485780,692478,Skeena
218,Pink (Even),2015,NA,NA,Skeena
218,Pink (Even),2016,160195,208696,Skeena
218,Pink (Even),2017,NA,NA,Skeena
218,Pink (Even),2018,NA,NA,Skeena
218,Pink (Even),2019,NA,NA,Skeena
218,Pink (Even),2020,NA,NA,Skeena
219,Pink (Even),1950,NA,NA,Skeena
219,Pink (Even),1951,NA,NA,Skeena
219,Pink (Even),1952,NA,NA,Skeena
219,Pink (Even),1953,NA,NA,Skeena
219,Pink (Even),1954,843146,1522547,Skeena
219,Pink (Even),1955,NA,NA,Skeena
219,Pink (Even),1956,493389,1247491,Skeena
219,Pink (Even),1957,NA,NA,Skeena
219,Pink (Even),1958,530174,997927,Skeena
219,Pink (Even),1959,NA,NA,Skeena
219,Pink (Even),1960,380814,642308,Skeena
219,Pink (Even),1961,NA,NA,Skeena
219,Pink (Even),1962,1892597,2722172,Skeena
219,Pink (Even),1963,NA,NA,Skeena
219,Pink (Even),1964,3132561,4711853,Skeena
219,Pink (Even),1965,NA,NA,Skeena
219,Pink (Even),1966,1577170,2488165,Skeena
219,Pink (Even),1967,NA,NA,Skeena
219,Pink (Even),1968,2807509,4972719,Skeena
219,Pink (Even),1969,NA,NA,Skeena
219,Pink (Even),1970,1521990,2404378,Skeena
219,Pink (Even),1971,NA,NA,Skeena
219,Pink (Even),1972,2527505,3985183,Skeena
219,Pink (Even),1973,NA,NA,Skeena
219,Pink (Even),1974,766905,1308909,Skeena
219,Pink (Even),1975,NA,NA,Skeena
219,Pink (Even),1976,992919,1338511,Skeena
219,Pink (Even),1977,NA,NA,Skeena
219,Pink (Even),1978,1145818,2137121,Skeena
219,Pink (Even),1979,NA,NA,Skeena
219,Pink (Even),1980,1018335,1823475,Skeena
219,Pink (Even),1981,NA,NA,Skeena
219,Pink (Even),1982,1238837,2224594,Skeena
219,Pink (Even),1983,NA,NA,Skeena
219,Pink (Even),1984,2468996,5497689,Skeena
219,Pink (Even),1985,NA,NA,Skeena
219,Pink (Even),1986,2943006,6670315,Skeena
219,Pink (Even),1987,NA,NA,Skeena
219,Pink (Even),1988,1442672,3057099,Skeena
219,Pink (Even),1989,NA,NA,Skeena
219,Pink (Even),1990,3431780,6149956,Skeena
219,Pink (Even),1991,NA,NA,Skeena
219,Pink (Even),1992,597072,1126338,Skeena
219,Pink (Even),1993,NA,NA,Skeena
219,Pink (Even),1994,419130,636786,Skeena
219,Pink (Even),1995,NA,NA,Skeena
219,Pink (Even),1996,2797784,5388525,Skeena
219,Pink (Even),1997,NA,NA,Skeena
219,Pink (Even),1998,522623,732549,Skeena
219,Pink (Even),1999,NA,NA,Skeena
219,Pink (Even),2000,1094709,1704339,Skeena
219,Pink (Even),2001,NA,NA,Skeena
219,Pink (Even),2002,2281210,3229840,Skeena
219,Pink (Even),2003,NA,NA,Skeena
219,Pink (Even),2004,2220776,3706813,Skeena
219,Pink (Even),2005,NA,NA,Skeena
219,Pink (Even),2006,394700,482321,Skeena
219,Pink (Even),2007,NA,NA,Skeena
219,Pink (Even),2008,213534,251549,Skeena
219,Pink (Even),2009,NA,NA,Skeena
219,Pink (Even),2010,1009340,1186567,Skeena
219,Pink (Even),2011,NA,NA,Skeena
219,Pink (Even),2012,1033670,1298582,Skeena
219,Pink (Even),2013,NA,NA,Skeena
219,Pink (Even),2014,3624384,4700646,Skeena
219,Pink (Even),2015,NA,NA,Skeena
219,Pink (Even),2016,824510,1075600,Skeena
219,Pink (Even),2017,NA,NA,Skeena
219,Pink (Even),2018,NA,NA,Skeena
219,Pink (Even),2019,NA,NA,Skeena
219,Pink (Even),2020,NA,NA,Skeena
220,Chum,1950,NA,NA,Skeena
220,Chum,1951,NA,NA,Skeena
220,Chum,1952,NA,NA,Skeena
220,Chum,1953,NA,NA,Skeena
220,Chum,1954,15112,33969,Skeena
220,Chum,1955,1559,3048,Skeena
220,Chum,1956,1371,3091,Skeena
220,Chum,1957,13367,29355,Skeena
220,Chum,1958,2099,4237,Skeena
220,Chum,1959,1539,2877,Skeena
220,Chum,1960,1871,3356,Skeena
220,Chum,1961,2938,5734,Skeena
220,Chum,1962,1539,2641,Skeena
220,Chum,1963,2650,4268,Skeena
220,Chum,1964,3897,6958,Skeena
220,Chum,1965,4095,7413,Skeena
220,Chum,1966,1871,3522,Skeena
220,Chum,1967,1119,2609,Skeena
220,Chum,1968,2299,4459,Skeena
220,Chum,1969,330,604,Skeena
220,Chum,1970,NA,NA,Skeena
220,Chum,1971,NA,NA,Skeena
220,Chum,1972,1093,2018,Skeena
220,Chum,1973,1093,1970,Skeena
220,Chum,1974,NA,NA,Skeena
220,Chum,1975,NA,NA,Skeena
220,Chum,1976,1093,1665,Skeena
220,Chum,1977,NA,NA,Skeena
220,Chum,1978,797,1459,Skeena
220,Chum,1979,NA,NA,Skeena
220,Chum,1980,NA,NA,Skeena
220,Chum,1981,NA,NA,Skeena
220,Chum,1982,273,402,Skeena
220,Chum,1983,46,93,Skeena
220,Chum,1984,456,782,Skeena
220,Chum,1985,NA,NA,Skeena
220,Chum,1986,617,1188,Skeena
220,Chum,1987,NA,NA,Skeena
220,Chum,1988,319,620,Skeena
220,Chum,1989,198,353,Skeena
220,Chum,1990,NA,NA,Skeena
220,Chum,1991,NA,NA,Skeena
220,Chum,1992,55,125,Skeena
220,Chum,1993,228,438,Skeena
220,Chum,1994,NA,NA,Skeena
220,Chum,1995,456,803,Skeena
220,Chum,1996,NA,NA,Skeena
220,Chum,1997,NA,NA,Skeena
220,Chum,1998,638,765,Skeena
220,Chum,1999,NA,NA,Skeena
220,Chum,2000,205,277,Skeena
220,Chum,2001,NA,NA,Skeena
220,Chum,2002,273,351,Skeena
220,Chum,2003,NA,NA,Skeena
220,Chum,2004,182,232,Skeena
220,Chum,2005,1367,1579,Skeena
220,Chum,2006,3189,3961,Skeena
220,Chum,2007,NA,NA,Skeena
220,Chum,2008,NA,NA,Skeena
220,Chum,2009,1822,2096,Skeena
220,Chum,2010,957,1097,Skeena
220,Chum,2011,NA,NA,Skeena
220,Chum,2012,NA,NA,Skeena
220,Chum,2013,185,212,Skeena
220,Chum,2014,NA,NA,Skeena
220,Chum,2015,NA,NA,Skeena
220,Chum,2016,364,431,Skeena
220,Chum,2017,456,483,Skeena
220,Chum,2018,NA,NA,Skeena
220,Chum,2019,NA,NA,Skeena
220,Chum,2020,NA,NA,Skeena
221,Chinook,1950,NA,NA,Skeena
221,Chinook,1951,NA,NA,Skeena
221,Chinook,1952,NA,NA,Skeena
221,Chinook,1953,NA,NA,Skeena
221,Chinook,1954,NA,NA,Skeena
221,Chinook,1955,NA,NA,Skeena
221,Chinook,1956,NA,NA,Skeena
221,Chinook,1957,NA,NA,Skeena
221,Chinook,1958,NA,NA,Skeena
221,Chinook,1959,NA,NA,Skeena
221,Chinook,1960,NA,NA,Skeena
221,Chinook,1961,NA,NA,Skeena
221,Chinook,1962,NA,NA,Skeena
221,Chinook,1963,NA,NA,Skeena
221,Chinook,1964,NA,NA,Skeena
221,Chinook,1965,NA,NA,Skeena
221,Chinook,1966,NA,NA,Skeena
221,Chinook,1967,NA,NA,Skeena
221,Chinook,1968,NA,NA,Skeena
221,Chinook,1969,NA,NA,Skeena
221,Chinook,1970,NA,NA,Skeena
221,Chinook,1971,NA,NA,Skeena
221,Chinook,1972,NA,NA,Skeena
221,Chinook,1973,NA,NA,Skeena
221,Chinook,1974,NA,NA,Skeena
221,Chinook,1975,NA,NA,Skeena
221,Chinook,1976,NA,NA,Skeena
221,Chinook,1977,NA,NA,Skeena
221,Chinook,1978,NA,NA,Skeena
221,Chinook,1979,NA,NA,Skeena
221,Chinook,1980,739,NA,Skeena
221,Chinook,1981,369,NA,Skeena
221,Chinook,1982,148,NA,Skeena
221,Chinook,1983,591,NA,Skeena
221,Chinook,1984,296,313,Skeena
221,Chinook,1985,517,550,Skeena
221,Chinook,1986,665,705,Skeena
221,Chinook,1987,369,385,Skeena
221,Chinook,1988,1478,1581,Skeena
221,Chinook,1989,739,778,Skeena
221,Chinook,1990,443,467,Skeena
221,Chinook,1991,1774,1902,Skeena
221,Chinook,1992,2069,2169,Skeena
221,Chinook,1993,1626,1714,Skeena
221,Chinook,1994,591,621,Skeena
221,Chinook,1995,517,552,Skeena
221,Chinook,1996,1518,1583,Skeena
221,Chinook,1997,1129,1181,Skeena
221,Chinook,1998,1626,1674,Skeena
221,Chinook,1999,1020,1072,Skeena
221,Chinook,2000,3784,3953,Skeena
221,Chinook,2001,8277,8651,Skeena
221,Chinook,2002,1626,1696,Skeena
221,Chinook,2003,1892,1965,Skeena
221,Chinook,2004,NA,NA,Skeena
221,Chinook,2005,916,958,Skeena
221,Chinook,2006,1138,1190,Skeena
221,Chinook,2007,NA,NA,Skeena
221,Chinook,2008,NA,NA,Skeena
221,Chinook,2009,NA,NA,Skeena
221,Chinook,2010,NA,NA,Skeena
221,Chinook,2011,NA,NA,Skeena
221,Chinook,2012,NA,NA,Skeena
221,Chinook,2013,NA,NA,Skeena
221,Chinook,2014,NA,NA,Skeena
221,Chinook,2015,NA,NA,Skeena
221,Chinook,2016,NA,NA,Skeena
221,Chinook,2017,NA,NA,Skeena
221,Chinook,2018,NA,NA,Skeena
221,Chinook,2019,NA,NA,Skeena
221,Chinook,2020,NA,NA,Skeena
222,Chinook,1950,NA,NA,Skeena
222,Chinook,1951,NA,NA,Skeena
222,Chinook,1952,NA,NA,Skeena
222,Chinook,1953,NA,NA,Skeena
222,Chinook,1954,NA,NA,Skeena
222,Chinook,1955,NA,NA,Skeena
222,Chinook,1956,NA,NA,Skeena
222,Chinook,1957,NA,NA,Skeena
222,Chinook,1958,NA,NA,Skeena
222,Chinook,1959,NA,NA,Skeena
222,Chinook,1960,NA,NA,Skeena
222,Chinook,1961,NA,NA,Skeena
222,Chinook,1962,NA,NA,Skeena
222,Chinook,1963,NA,NA,Skeena
222,Chinook,1964,NA,NA,Skeena
222,Chinook,1965,NA,NA,Skeena
222,Chinook,1966,NA,NA,Skeena
222,Chinook,1967,NA,NA,Skeena
222,Chinook,1968,NA,NA,Skeena
222,Chinook,1969,NA,NA,Skeena
222,Chinook,1970,NA,NA,Skeena
222,Chinook,1971,NA,NA,Skeena
222,Chinook,1972,NA,NA,Skeena
222,Chinook,1973,NA,NA,Skeena
222,Chinook,1974,NA,NA,Skeena
222,Chinook,1975,NA,NA,Skeena
222,Chinook,1976,NA,NA,Skeena
222,Chinook,1977,NA,NA,Skeena
222,Chinook,1978,NA,NA,Skeena
222,Chinook,1979,NA,NA,Skeena
222,Chinook,1980,19258,NA,Skeena
222,Chinook,1981,12284,NA,Skeena
222,Chinook,1982,8990,NA,Skeena
222,Chinook,1983,11803,NA,Skeena
222,Chinook,1984,23872,52201,Skeena
222,Chinook,1985,43990,107429,Skeena
222,Chinook,1986,42367,97226,Skeena
222,Chinook,1987,23828,39862,Skeena
222,Chinook,1988,36655,105194,Skeena
222,Chinook,1989,33085,66214,Skeena
222,Chinook,1990,31484,62442,Skeena
222,Chinook,1991,43189,132456,Skeena
222,Chinook,1992,38329,70793,Skeena
222,Chinook,1993,56921,117706,Skeena
222,Chinook,1994,9631,18481,Skeena
222,Chinook,1995,27463,74104,Skeena
222,Chinook,1996,69182,118126,Skeena
222,Chinook,1997,38271,68520,Skeena
222,Chinook,1998,33670,47280,Skeena
222,Chinook,1999,32545,63349,Skeena
222,Chinook,2000,41118,72001,Skeena
222,Chinook,2001,47410,83602,Skeena
222,Chinook,2002,17529,29828,Skeena
222,Chinook,2003,27466,43731,Skeena
222,Chinook,2004,13426,20509,Skeena
222,Chinook,2005,14970,26687,Skeena
222,Chinook,2006,26682,47686,Skeena
222,Chinook,2007,21448,32870,Skeena
222,Chinook,2008,27892,61776,Skeena
222,Chinook,2009,31046,48168,Skeena
222,Chinook,2010,30700,45800,Skeena
222,Chinook,2011,26808,46736,Skeena
222,Chinook,2012,29780,49081,Skeena
222,Chinook,2013,18830,30329,Skeena
222,Chinook,2014,19709,31950,Skeena
222,Chinook,2015,32318,58029,Skeena
222,Chinook,2016,29446,51629,Skeena
222,Chinook,2017,7673,13863,Skeena
222,Chinook,2018,NA,NA,Skeena
222,Chinook,2019,NA,NA,Skeena
222,Chinook,2020,NA,NA,Skeena
223,Pink (Odd),1950,NA,NA,Skeena
223,Pink (Odd),1951,NA,NA,Skeena
223,Pink (Odd),1952,NA,NA,Skeena
223,Pink (Odd),1953,NA,NA,Skeena
223,Pink (Odd),1954,NA,NA,Skeena
223,Pink (Odd),1955,129860,231634,Skeena
223,Pink (Odd),1956,NA,NA,Skeena
223,Pink (Odd),1957,61794,130340,Skeena
223,Pink (Odd),1958,NA,NA,Skeena
223,Pink (Odd),1959,114362,200981,Skeena
223,Pink (Odd),1960,NA,NA,Skeena
223,Pink (Odd),1961,177792,297665,Skeena
223,Pink (Odd),1962,NA,NA,Skeena
223,Pink (Odd),1963,114450,147227,Skeena
223,Pink (Odd),1964,NA,NA,Skeena
223,Pink (Odd),1965,90133,162740,Skeena
223,Pink (Odd),1966,NA,NA,Skeena
223,Pink (Odd),1967,23547,53841,Skeena
223,Pink (Odd),1968,NA,NA,Skeena
223,Pink (Odd),1969,37824,64939,Skeena
223,Pink (Odd),1970,NA,NA,Skeena
223,Pink (Odd),1971,138826,213934,Skeena
223,Pink (Odd),1972,NA,NA,Skeena
223,Pink (Odd),1973,45482,65631,Skeena
223,Pink (Odd),1974,NA,NA,Skeena
223,Pink (Odd),1975,71896,100539,Skeena
223,Pink (Odd),1976,NA,NA,Skeena
223,Pink (Odd),1977,62050,141690,Skeena
223,Pink (Odd),1978,NA,NA,Skeena
223,Pink (Odd),1979,41245,68539,Skeena
223,Pink (Odd),1980,NA,NA,Skeena
223,Pink (Odd),1981,92749,166773,Skeena
223,Pink (Odd),1982,NA,NA,Skeena
223,Pink (Odd),1983,217066,718803,Skeena
223,Pink (Odd),1984,NA,NA,Skeena
223,Pink (Odd),1985,260981,535401,Skeena
223,Pink (Odd),1986,NA,NA,Skeena
223,Pink (Odd),1987,94112,211099,Skeena
223,Pink (Odd),1988,NA,NA,Skeena
223,Pink (Odd),1989,509230,1218639,Skeena
223,Pink (Odd),1990,NA,NA,Skeena
223,Pink (Odd),1991,222482,1155050,Skeena
223,Pink (Odd),1992,NA,NA,Skeena
223,Pink (Odd),1993,81182,262444,Skeena
223,Pink (Odd),1994,NA,NA,Skeena
223,Pink (Odd),1995,199110,498484,Skeena
223,Pink (Odd),1996,NA,NA,Skeena
223,Pink (Odd),1997,88662,153279,Skeena
223,Pink (Odd),1998,NA,NA,Skeena
223,Pink (Odd),1999,378999,991154,Skeena
223,Pink (Odd),2000,NA,NA,Skeena
223,Pink (Odd),2001,500485,709341,Skeena
223,Pink (Odd),2002,NA,NA,Skeena
223,Pink (Odd),2003,621163,865928,Skeena
223,Pink (Odd),2004,NA,NA,Skeena
223,Pink (Odd),2005,847286,1218081,Skeena
223,Pink (Odd),2006,NA,NA,Skeena
223,Pink (Odd),2007,512660,824310,Skeena
223,Pink (Odd),2008,NA,NA,Skeena
223,Pink (Odd),2009,415208,528925,Skeena
223,Pink (Odd),2010,NA,NA,Skeena
223,Pink (Odd),2011,108919,128620,Skeena
223,Pink (Odd),2012,NA,NA,Skeena
223,Pink (Odd),2013,550908,693378,Skeena
223,Pink (Odd),2014,NA,NA,Skeena
223,Pink (Odd),2015,103423,134587,Skeena
223,Pink (Odd),2016,NA,NA,Skeena
223,Pink (Odd),2017,104406,121566,Skeena
223,Pink (Odd),2018,NA,NA,Skeena
223,Pink (Odd),2019,NA,NA,Skeena
223,Pink (Odd),2020,NA,NA,Skeena
224,Chinook,1950,NA,NA,Skeena
224,Chinook,1951,NA,NA,Skeena
224,Chinook,1952,NA,NA,Skeena
224,Chinook,1953,NA,NA,Skeena
224,Chinook,1954,NA,NA,Skeena
224,Chinook,1955,NA,NA,Skeena
224,Chinook,1956,NA,NA,Skeena
224,Chinook,1957,NA,NA,Skeena
224,Chinook,1958,NA,NA,Skeena
224,Chinook,1959,NA,NA,Skeena
224,Chinook,1960,NA,NA,Skeena
224,Chinook,1961,NA,NA,Skeena
224,Chinook,1962,NA,NA,Skeena
224,Chinook,1963,NA,NA,Skeena
224,Chinook,1964,NA,NA,Skeena
224,Chinook,1965,NA,NA,Skeena
224,Chinook,1966,NA,NA,Skeena
224,Chinook,1967,NA,NA,Skeena
224,Chinook,1968,NA,NA,Skeena
224,Chinook,1969,NA,NA,Skeena
224,Chinook,1970,NA,NA,Skeena
224,Chinook,1971,NA,NA,Skeena
224,Chinook,1972,NA,NA,Skeena
224,Chinook,1973,NA,NA,Skeena
224,Chinook,1974,NA,NA,Skeena
224,Chinook,1975,NA,NA,Skeena
224,Chinook,1976,NA,NA,Skeena
224,Chinook,1977,NA,NA,Skeena
224,Chinook,1978,NA,NA,Skeena
224,Chinook,1979,NA,NA,Skeena
224,Chinook,1980,NA,NA,Skeena
224,Chinook,1981,NA,NA,Skeena
224,Chinook,1982,NA,NA,Skeena
224,Chinook,1983,NA,NA,Skeena
224,Chinook,1984,NA,NA,Skeena
224,Chinook,1985,NA,NA,Skeena
224,Chinook,1986,NA,NA,Skeena
224,Chinook,1987,NA,NA,Skeena
224,Chinook,1988,NA,NA,Skeena
224,Chinook,1989,NA,NA,Skeena
224,Chinook,1990,NA,NA,Skeena
224,Chinook,1991,NA,NA,Skeena
224,Chinook,1992,NA,NA,Skeena
224,Chinook,1993,NA,NA,Skeena
224,Chinook,1994,NA,NA,Skeena
224,Chinook,1995,NA,NA,Skeena
224,Chinook,1996,NA,NA,Skeena
224,Chinook,1997,NA,NA,Skeena
224,Chinook,1998,NA,NA,Skeena
224,Chinook,1999,NA,NA,Skeena
224,Chinook,2000,NA,NA,Skeena
224,Chinook,2001,NA,NA,Skeena
224,Chinook,2002,NA,NA,Skeena
224,Chinook,2003,NA,NA,Skeena
224,Chinook,2004,NA,NA,Skeena
224,Chinook,2005,NA,NA,Skeena
224,Chinook,2006,NA,NA,Skeena
224,Chinook,2007,NA,NA,Skeena
224,Chinook,2008,NA,NA,Skeena
224,Chinook,2009,NA,NA,Skeena
224,Chinook,2010,NA,NA,Skeena
224,Chinook,2011,NA,NA,Skeena
224,Chinook,2012,NA,NA,Skeena
224,Chinook,2013,NA,NA,Skeena
224,Chinook,2014,NA,NA,Skeena
224,Chinook,2015,NA,NA,Skeena
224,Chinook,2016,NA,NA,Skeena
224,Chinook,2017,NA,NA,Skeena
224,Chinook,2018,NA,NA,Skeena
224,Chinook,2019,NA,NA,Skeena
224,Chinook,2020,NA,NA,Skeena
225,Coho,1950,NA,NA,Skeena
225,Coho,1951,NA,NA,Skeena
225,Coho,1952,NA,NA,Skeena
225,Coho,1953,NA,NA,Skeena
225,Coho,1954,28551,58420,Skeena
225,Coho,1955,NA,NA,Skeena
225,Coho,1956,66618,136313,Skeena
225,Coho,1957,66618,136313,Skeena
225,Coho,1958,14405,29475,Skeena
225,Coho,1959,7613,15579,Skeena
225,Coho,1960,7613,15579,Skeena
225,Coho,1961,28551,58420,Skeena
225,Coho,1962,66618,136313,Skeena
225,Coho,1963,14275,26673,Skeena
225,Coho,1964,14275,34453,Skeena
225,Coho,1965,10863,19615,Skeena
225,Coho,1966,47229,104598,Skeena
225,Coho,1967,10863,19291,Skeena
225,Coho,1968,21253,47069,Skeena
225,Coho,1969,21253,39711,Skeena
225,Coho,1970,17947,38175,Skeena
225,Coho,1971,6140,13060,Skeena
225,Coho,1972,8029,20776,Skeena
225,Coho,1973,3750,7131,Skeena
225,Coho,1974,5626,11734,Skeena
225,Coho,1975,3750,6552,Skeena
225,Coho,1976,3750,6552,Skeena
225,Coho,1977,5626,12459,Skeena
225,Coho,1978,3807,10617,Skeena
225,Coho,1979,3778,11114,Skeena
225,Coho,1980,7433,23818,Skeena
225,Coho,1981,3732,9896,Skeena
225,Coho,1982,7613,16521,Skeena
225,Coho,1983,4758,19264,Skeena
225,Coho,1984,6140,18567,Skeena
225,Coho,1985,6612,21837,Skeena
225,Coho,1986,7553,33065,Skeena
225,Coho,1987,NA,NA,Skeena
225,Coho,1988,3807,9187,Skeena
225,Coho,1989,1142,2666,Skeena
225,Coho,1990,61476,174796,Skeena
225,Coho,1991,5219,15302,Skeena
225,Coho,1992,5796,16200,Skeena
225,Coho,1993,16006,43952,Skeena
225,Coho,1994,NA,NA,Skeena
225,Coho,1995,NA,NA,Skeena
225,Coho,1996,NA,NA,Skeena
225,Coho,1997,3952,8741,Skeena
225,Coho,1998,NA,NA,Skeena
225,Coho,1999,12395,24881,Skeena
225,Coho,2000,5884,12526,Skeena
225,Coho,2001,7684,16534,Skeena
225,Coho,2002,12471,16070,Skeena
225,Coho,2003,10100,18671,Skeena
225,Coho,2004,7377,16536,Skeena
225,Coho,2005,7693,18006,Skeena
225,Coho,2006,4874,9289,Skeena
225,Coho,2007,2986,5926,Skeena
225,Coho,2008,2407,4036,Skeena
225,Coho,2009,NA,NA,Skeena
225,Coho,2010,4361,8121,Skeena
225,Coho,2011,NA,NA,Skeena
225,Coho,2012,NA,NA,Skeena
225,Coho,2013,4814,14057,Skeena
225,Coho,2014,4127,7155,Skeena
225,Coho,2015,NA,NA,Skeena
225,Coho,2016,NA,NA,Skeena
225,Coho,2017,NA,NA,Skeena
225,Coho,2018,NA,NA,Skeena
225,Coho,2019,NA,NA,Skeena
225,Coho,2020,NA,NA,Skeena
226,River Sockeye,1950,NA,NA,Skeena
226,River Sockeye,1951,NA,NA,Skeena
226,River Sockeye,1952,NA,NA,Skeena
226,River Sockeye,1953,NA,NA,Skeena
226,River Sockeye,1954,NA,NA,Skeena
226,River Sockeye,1955,NA,NA,Skeena
226,River Sockeye,1956,NA,NA,Skeena
226,River Sockeye,1957,NA,NA,Skeena
226,River Sockeye,1958,NA,NA,Skeena
226,River Sockeye,1959,NA,NA,Skeena
226,River Sockeye,1960,NA,NA,Skeena
226,River Sockeye,1961,NA,NA,Skeena
226,River Sockeye,1962,NA,NA,Skeena
226,River Sockeye,1963,NA,NA,Skeena
226,River Sockeye,1964,NA,NA,Skeena
226,River Sockeye,1965,NA,NA,Skeena
226,River Sockeye,1966,NA,NA,Skeena
226,River Sockeye,1967,NA,NA,Skeena
226,River Sockeye,1968,NA,NA,Skeena
226,River Sockeye,1969,NA,NA,Skeena
226,River Sockeye,1970,NA,NA,Skeena
226,River Sockeye,1971,NA,NA,Skeena
226,River Sockeye,1972,NA,NA,Skeena
