CUID,Species,Region,Year,Spawner.Abundance,cu_name_pse
316,Chinook,Fraser,2021,0,South Thompson River-Bessette Creek (Summer 4-2)
316,Chinook,Fraser,2022,23,South Thompson River-Bessette Creek (Summer 4-2)
316,Chinook,Fraser,2023,17,South Thompson River-Bessette Creek (Summer 4-2)
317,Chinook,Fraser,1950,-989898,Lower Thompson River (Spring 4-2)
317,Chinook,Fraser,1951,-989898,Lower Thompson River (Spring 4-2)
317,Chinook,Fraser,1952,-989898,Lower Thompson River (Spring 4-2)
317,Chinook,Fraser,1953,-989898,Lower Thompson River (Spring 4-2)
317,Chinook,Fraser,1954,-989898,Lower Thompson River (Spring 4-2)
317,Chinook,Fraser,1955,-989898,Lower Thompson River (Spring 4-2)
317,Chinook,Fraser,1956,-989898,Lower Thompson River (Spring 4-2)
317,Chinook,Fraser,1957,-989898,Lower Thompson River (Spring 4-2)
317,Chinook,Fraser,1958,-989898,Lower Thompson River (Spring 4-2)
317,Chinook,Fraser,1959,-989898,Lower Thompson River (Spring 4-2)
317,Chinook,Fraser,1960,-989898,Lower Thompson River (Spring 4-2)
317,Chinook,Fraser,1961,-989898,Lower Thompson River (Spring 4-2)
317,Chinook,Fraser,1962,-989898,Lower Thompson River (Spring 4-2)
317,Chinook,Fraser,1963,-989898,Lower Thompson River (Spring 4-2)
317,Chinook,Fraser,1964,-989898,Lower Thompson River (Spring 4-2)
317,Chinook,Fraser,1965,-989898,Lower Thompson River (Spring 4-2)
317,Chinook,Fraser,1966,-989898,Lower Thompson River (Spring 4-2)
317,Chinook,Fraser,1967,-989898,Lower Thompson River (Spring 4-2)
317,Chinook,Fraser,1968,-989898,Lower Thompson River (Spring 4-2)
317,Chinook,Fraser,1969,-989898,Lower Thompson River (Spring 4-2)
317,Chinook,Fraser,1970,-989898,Lower Thompson River (Spring 4-2)
317,Chinook,Fraser,1971,-989898,Lower Thompson River (Spring 4-2)
317,Chinook,Fraser,1972,-989898,Lower Thompson River (Spring 4-2)
317,Chinook,Fraser,1973,-989898,Lower Thompson River (Spring 4-2)
317,Chinook,Fraser,1974,-989898,Lower Thompson River (Spring 4-2)
317,Chinook,Fraser,1975,8306,Lower Thompson River (Spring 4-2)
317,Chinook,Fraser,1976,5375,Lower Thompson River (Spring 4-2)
317,Chinook,Fraser,1977,4398,Lower Thompson River (Spring 4-2)
317,Chinook,Fraser,1978,5134,Lower Thompson River (Spring 4-2)
317,Chinook,Fraser,1979,3417,Lower Thompson River (Spring 4-2)
317,Chinook,Fraser,1980,7415,Lower Thompson River (Spring 4-2)
317,Chinook,Fraser,1981,3608,Lower Thompson River (Spring 4-2)
317,Chinook,Fraser,1982,6487,Lower Thompson River (Spring 4-2)
317,Chinook,Fraser,1983,3244,Lower Thompson River (Spring 4-2)
317,Chinook,Fraser,1984,7968,Lower Thompson River (Spring 4-2)
317,Chinook,Fraser,1985,11550,Lower Thompson River (Spring 4-2)
317,Chinook,Fraser,1986,12454,Lower Thompson River (Spring 4-2)
317,Chinook,Fraser,1987,6409,Lower Thompson River (Spring 4-2)
317,Chinook,Fraser,1988,5421,Lower Thompson River (Spring 4-2)
317,Chinook,Fraser,1989,7469,Lower Thompson River (Spring 4-2)
317,Chinook,Fraser,1990,4403,Lower Thompson River (Spring 4-2)
317,Chinook,Fraser,1991,6549,Lower Thompson River (Spring 4-2)
317,Chinook,Fraser,1992,8649,Lower Thompson River (Spring 4-2)
317,Chinook,Fraser,1993,14251,Lower Thompson River (Spring 4-2)
317,Chinook,Fraser,1994,15928,Lower Thompson River (Spring 4-2)
317,Chinook,Fraser,1995,17199,Lower Thompson River (Spring 4-2)
317,Chinook,Fraser,1996,26215,Lower Thompson River (Spring 4-2)
317,Chinook,Fraser,1997,21685,Lower Thompson River (Spring 4-2)
317,Chinook,Fraser,1998,4946,Lower Thompson River (Spring 4-2)
317,Chinook,Fraser,1999,11181,Lower Thompson River (Spring 4-2)
317,Chinook,Fraser,2000,15391,Lower Thompson River (Spring 4-2)
317,Chinook,Fraser,2001,17860,Lower Thompson River (Spring 4-2)
317,Chinook,Fraser,2002,23995,Lower Thompson River (Spring 4-2)
317,Chinook,Fraser,2003,28508,Lower Thompson River (Spring 4-2)
317,Chinook,Fraser,2004,20322,Lower Thompson River (Spring 4-2)
317,Chinook,Fraser,2005,8841,Lower Thompson River (Spring 4-2)
317,Chinook,Fraser,2006,9285,Lower Thompson River (Spring 4-2)
317,Chinook,Fraser,2007,2456,Lower Thompson River (Spring 4-2)
317,Chinook,Fraser,2008,11673,Lower Thompson River (Spring 4-2)
317,Chinook,Fraser,2009,2168,Lower Thompson River (Spring 4-2)
317,Chinook,Fraser,2010,9251,Lower Thompson River (Spring 4-2)
317,Chinook,Fraser,2011,5108,Lower Thompson River (Spring 4-2)
317,Chinook,Fraser,2012,11168,Lower Thompson River (Spring 4-2)
317,Chinook,Fraser,2013,6702,Lower Thompson River (Spring 4-2)
317,Chinook,Fraser,2014,24317,Lower Thompson River (Spring 4-2)
317,Chinook,Fraser,2015,11067,Lower Thompson River (Spring 4-2)
317,Chinook,Fraser,2016,8830,Lower Thompson River (Spring 4-2)
317,Chinook,Fraser,2017,5132,Lower Thompson River (Spring 4-2)
317,Chinook,Fraser,2018,2055,Lower Thompson River (Spring 4-2)
317,Chinook,Fraser,2019,5759,Lower Thompson River (Spring 4-2)
317,Chinook,Fraser,2020,8357,Lower Thompson River (Spring 4-2)
317,Chinook,Fraser,2021,6178,Lower Thompson River (Spring 4-2)
317,Chinook,Fraser,2022,10093,Lower Thompson River (Spring 4-2)
317,Chinook,Fraser,2023,11008,Lower Thompson River (Spring 4-2)
318,Chinook,Fraser,1950,-989898,North Thompson River (Spring 5-2)
318,Chinook,Fraser,1951,-989898,North Thompson River (Spring 5-2)
318,Chinook,Fraser,1952,-989898,North Thompson River (Spring 5-2)
318,Chinook,Fraser,1953,-989898,North Thompson River (Spring 5-2)
318,Chinook,Fraser,1954,-989898,North Thompson River (Spring 5-2)
318,Chinook,Fraser,1955,-989898,North Thompson River (Spring 5-2)
318,Chinook,Fraser,1956,-989898,North Thompson River (Spring 5-2)
318,Chinook,Fraser,1957,-989898,North Thompson River (Spring 5-2)
318,Chinook,Fraser,1958,-989898,North Thompson River (Spring 5-2)
318,Chinook,Fraser,1959,-989898,North Thompson River (Spring 5-2)
318,Chinook,Fraser,1960,-989898,North Thompson River (Spring 5-2)
318,Chinook,Fraser,1961,-989898,North Thompson River (Spring 5-2)
318,Chinook,Fraser,1962,-989898,North Thompson River (Spring 5-2)
318,Chinook,Fraser,1963,-989898,North Thompson River (Spring 5-2)
318,Chinook,Fraser,1964,-989898,North Thompson River (Spring 5-2)
318,Chinook,Fraser,1965,-989898,North Thompson River (Spring 5-2)
318,Chinook,Fraser,1966,-989898,North Thompson River (Spring 5-2)
318,Chinook,Fraser,1967,-989898,North Thompson River (Spring 5-2)
318,Chinook,Fraser,1968,-989898,North Thompson River (Spring 5-2)
318,Chinook,Fraser,1969,-989898,North Thompson River (Spring 5-2)
318,Chinook,Fraser,1970,-989898,North Thompson River (Spring 5-2)
318,Chinook,Fraser,1971,-989898,North Thompson River (Spring 5-2)
318,Chinook,Fraser,1972,-989898,North Thompson River (Spring 5-2)
318,Chinook,Fraser,1973,-989898,North Thompson River (Spring 5-2)
318,Chinook,Fraser,1974,-989898,North Thompson River (Spring 5-2)
318,Chinook,Fraser,1975,341,North Thompson River (Spring 5-2)
318,Chinook,Fraser,1976,444,North Thompson River (Spring 5-2)
318,Chinook,Fraser,1977,579,North Thompson River (Spring 5-2)
318,Chinook,Fraser,1978,773,North Thompson River (Spring 5-2)
318,Chinook,Fraser,1979,440,North Thompson River (Spring 5-2)
318,Chinook,Fraser,1980,620,North Thompson River (Spring 5-2)
318,Chinook,Fraser,1981,1000,North Thompson River (Spring 5-2)
318,Chinook,Fraser,1982,911,North Thompson River (Spring 5-2)
318,Chinook,Fraser,1983,815,North Thompson River (Spring 5-2)
318,Chinook,Fraser,1984,1515,North Thompson River (Spring 5-2)
318,Chinook,Fraser,1985,1375,North Thompson River (Spring 5-2)
318,Chinook,Fraser,1986,1320,North Thompson River (Spring 5-2)
318,Chinook,Fraser,1987,1350,North Thompson River (Spring 5-2)
318,Chinook,Fraser,1988,1655,North Thompson River (Spring 5-2)
318,Chinook,Fraser,1989,920,North Thompson River (Spring 5-2)
318,Chinook,Fraser,1990,1130,North Thompson River (Spring 5-2)
318,Chinook,Fraser,1991,460,North Thompson River (Spring 5-2)
318,Chinook,Fraser,1992,670,North Thompson River (Spring 5-2)
318,Chinook,Fraser,1993,1306,North Thompson River (Spring 5-2)
318,Chinook,Fraser,1994,1885,North Thompson River (Spring 5-2)
318,Chinook,Fraser,1995,845,North Thompson River (Spring 5-2)
318,Chinook,Fraser,1996,1569,North Thompson River (Spring 5-2)
318,Chinook,Fraser,1997,725,North Thompson River (Spring 5-2)
318,Chinook,Fraser,1998,479,North Thompson River (Spring 5-2)
318,Chinook,Fraser,1999,535,North Thompson River (Spring 5-2)
318,Chinook,Fraser,2000,1746,North Thompson River (Spring 5-2)
318,Chinook,Fraser,2001,1209,North Thompson River (Spring 5-2)
318,Chinook,Fraser,2002,960,North Thompson River (Spring 5-2)
318,Chinook,Fraser,2003,374,North Thompson River (Spring 5-2)
318,Chinook,Fraser,2004,690,North Thompson River (Spring 5-2)
318,Chinook,Fraser,2005,284,North Thompson River (Spring 5-2)
318,Chinook,Fraser,2006,410,North Thompson River (Spring 5-2)
318,Chinook,Fraser,2007,155,North Thompson River (Spring 5-2)
318,Chinook,Fraser,2008,238,North Thompson River (Spring 5-2)
318,Chinook,Fraser,2009,154,North Thompson River (Spring 5-2)
318,Chinook,Fraser,2010,224,North Thompson River (Spring 5-2)
318,Chinook,Fraser,2011,319,North Thompson River (Spring 5-2)
318,Chinook,Fraser,2012,196,North Thompson River (Spring 5-2)
318,Chinook,Fraser,2013,159,North Thompson River (Spring 5-2)
318,Chinook,Fraser,2014,142,North Thompson River (Spring 5-2)
318,Chinook,Fraser,2015,168,North Thompson River (Spring 5-2)
318,Chinook,Fraser,2016,174,North Thompson River (Spring 5-2)
318,Chinook,Fraser,2017,92,North Thompson River (Spring 5-2)
318,Chinook,Fraser,2018,61,North Thompson River (Spring 5-2)
318,Chinook,Fraser,2019,424,North Thompson River (Spring 5-2)
318,Chinook,Fraser,2020,473,North Thompson River (Spring 5-2)
318,Chinook,Fraser,2021,281,North Thompson River (Spring 5-2)
318,Chinook,Fraser,2022,369,North Thompson River (Spring 5-2)
318,Chinook,Fraser,2023,454,North Thompson River (Spring 5-2)
319,Chinook,Fraser,1950,-989898,North Thompson River (Summer 5-2)
319,Chinook,Fraser,1951,-989898,North Thompson River (Summer 5-2)
319,Chinook,Fraser,1952,-989898,North Thompson River (Summer 5-2)
319,Chinook,Fraser,1953,-989898,North Thompson River (Summer 5-2)
319,Chinook,Fraser,1954,-989898,North Thompson River (Summer 5-2)
319,Chinook,Fraser,1955,-989898,North Thompson River (Summer 5-2)
319,Chinook,Fraser,1956,-989898,North Thompson River (Summer 5-2)
319,Chinook,Fraser,1957,-989898,North Thompson River (Summer 5-2)
319,Chinook,Fraser,1958,-989898,North Thompson River (Summer 5-2)
319,Chinook,Fraser,1959,-989898,North Thompson River (Summer 5-2)
319,Chinook,Fraser,1960,-989898,North Thompson River (Summer 5-2)
319,Chinook,Fraser,1961,-989898,North Thompson River (Summer 5-2)
319,Chinook,Fraser,1962,-989898,North Thompson River (Summer 5-2)
319,Chinook,Fraser,1963,-989898,North Thompson River (Summer 5-2)
319,Chinook,Fraser,1964,-989898,North Thompson River (Summer 5-2)
319,Chinook,Fraser,1965,-989898,North Thompson River (Summer 5-2)
319,Chinook,Fraser,1966,-989898,North Thompson River (Summer 5-2)
319,Chinook,Fraser,1967,-989898,North Thompson River (Summer 5-2)
319,Chinook,Fraser,1968,-989898,North Thompson River (Summer 5-2)
319,Chinook,Fraser,1969,-989898,North Thompson River (Summer 5-2)
319,Chinook,Fraser,1970,-989898,North Thompson River (Summer 5-2)
319,Chinook,Fraser,1971,-989898,North Thompson River (Summer 5-2)
319,Chinook,Fraser,1972,-989898,North Thompson River (Summer 5-2)
319,Chinook,Fraser,1973,-989898,North Thompson River (Summer 5-2)
319,Chinook,Fraser,1974,-989898,North Thompson River (Summer 5-2)
319,Chinook,Fraser,1975,1510,North Thompson River (Summer 5-2)
319,Chinook,Fraser,1976,2100,North Thompson River (Summer 5-2)
319,Chinook,Fraser,1977,3415,North Thompson River (Summer 5-2)
319,Chinook,Fraser,1978,3660,North Thompson River (Summer 5-2)
319,Chinook,Fraser,1979,1950,North Thompson River (Summer 5-2)
319,Chinook,Fraser,1980,2875,North Thompson River (Summer 5-2)
319,Chinook,Fraser,1981,3515,North Thompson River (Summer 5-2)
319,Chinook,Fraser,1982,3630,North Thompson River (Summer 5-2)
319,Chinook,Fraser,1983,4550,North Thompson River (Summer 5-2)
319,Chinook,Fraser,1984,3786,North Thompson River (Summer 5-2)
319,Chinook,Fraser,1985,4650,North Thompson River (Summer 5-2)
319,Chinook,Fraser,1986,6730,North Thompson River (Summer 5-2)
319,Chinook,Fraser,1987,4000,North Thompson River (Summer 5-2)
319,Chinook,Fraser,1988,7910,North Thompson River (Summer 5-2)
319,Chinook,Fraser,1989,3350,North Thompson River (Summer 5-2)
319,Chinook,Fraser,1990,8470,North Thompson River (Summer 5-2)
319,Chinook,Fraser,1991,2644,North Thompson River (Summer 5-2)
319,Chinook,Fraser,1992,3022,North Thompson River (Summer 5-2)
319,Chinook,Fraser,1993,3044,North Thompson River (Summer 5-2)
319,Chinook,Fraser,1994,6613,North Thompson River (Summer 5-2)
319,Chinook,Fraser,1995,6622,North Thompson River (Summer 5-2)
319,Chinook,Fraser,1996,9087,North Thompson River (Summer 5-2)
319,Chinook,Fraser,1997,9508,North Thompson River (Summer 5-2)
319,Chinook,Fraser,1998,7925,North Thompson River (Summer 5-2)
319,Chinook,Fraser,1999,5326,North Thompson River (Summer 5-2)
319,Chinook,Fraser,2000,5936,North Thompson River (Summer 5-2)
319,Chinook,Fraser,2001,4476,North Thompson River (Summer 5-2)
319,Chinook,Fraser,2002,6830,North Thompson River (Summer 5-2)
319,Chinook,Fraser,2003,7605,North Thompson River (Summer 5-2)
319,Chinook,Fraser,2004,6180,North Thompson River (Summer 5-2)
319,Chinook,Fraser,2005,4182,North Thompson River (Summer 5-2)
319,Chinook,Fraser,2006,4397,North Thompson River (Summer 5-2)
319,Chinook,Fraser,2007,2112,North Thompson River (Summer 5-2)
319,Chinook,Fraser,2008,3909,North Thompson River (Summer 5-2)
319,Chinook,Fraser,2009,6442,North Thompson River (Summer 5-2)
319,Chinook,Fraser,2010,1402,North Thompson River (Summer 5-2)
319,Chinook,Fraser,2011,1412,North Thompson River (Summer 5-2)
319,Chinook,Fraser,2012,2414,North Thompson River (Summer 5-2)
319,Chinook,Fraser,2013,2479,North Thompson River (Summer 5-2)
319,Chinook,Fraser,2014,3220,North Thompson River (Summer 5-2)
319,Chinook,Fraser,2015,5587,North Thompson River (Summer 5-2)
319,Chinook,Fraser,2016,804,North Thompson River (Summer 5-2)
319,Chinook,Fraser,2017,1453,North Thompson River (Summer 5-2)
319,Chinook,Fraser,2018,674,North Thompson River (Summer 5-2)
319,Chinook,Fraser,2019,1015,North Thompson River (Summer 5-2)
319,Chinook,Fraser,2020,4002,North Thompson River (Summer 5-2)
319,Chinook,Fraser,2021,3961,North Thompson River (Summer 5-2)
319,Chinook,Fraser,2022,6076,North Thompson River (Summer 5-2)
319,Chinook,Fraser,2023,4593,North Thompson River (Summer 5-2)
333,Chinook,Fraser,1950,-989898,South Thompson-Adams River Upper
333,Chinook,Fraser,1951,-989898,South Thompson-Adams River Upper
333,Chinook,Fraser,1952,-989898,South Thompson-Adams River Upper
333,Chinook,Fraser,1953,-989898,South Thompson-Adams River Upper
333,Chinook,Fraser,1954,-989898,South Thompson-Adams River Upper
333,Chinook,Fraser,1955,-989898,South Thompson-Adams River Upper
333,Chinook,Fraser,1956,-989898,South Thompson-Adams River Upper
333,Chinook,Fraser,1957,-989898,South Thompson-Adams River Upper
333,Chinook,Fraser,1958,-989898,South Thompson-Adams River Upper
333,Chinook,Fraser,1959,-989898,South Thompson-Adams River Upper
333,Chinook,Fraser,1960,-989898,South Thompson-Adams River Upper
333,Chinook,Fraser,1961,-989898,South Thompson-Adams River Upper
333,Chinook,Fraser,1962,-989898,South Thompson-Adams River Upper
333,Chinook,Fraser,1963,-989898,South Thompson-Adams River Upper
333,Chinook,Fraser,1964,-989898,South Thompson-Adams River Upper
333,Chinook,Fraser,1965,-989898,South Thompson-Adams River Upper
333,Chinook,Fraser,1966,-989898,South Thompson-Adams River Upper
333,Chinook,Fraser,1967,-989898,South Thompson-Adams River Upper
333,Chinook,Fraser,1968,-989898,South Thompson-Adams River Upper
333,Chinook,Fraser,1969,-989898,South Thompson-Adams River Upper
333,Chinook,Fraser,1970,-989898,South Thompson-Adams River Upper
333,Chinook,Fraser,1971,-989898,South Thompson-Adams River Upper
333,Chinook,Fraser,1972,-989898,South Thompson-Adams River Upper
333,Chinook,Fraser,1973,-989898,South Thompson-Adams River Upper
333,Chinook,Fraser,1974,-989898,South Thompson-Adams River Upper
333,Chinook,Fraser,1975,-989898,South Thompson-Adams River Upper
333,Chinook,Fraser,1976,-989898,South Thompson-Adams River Upper
333,Chinook,Fraser,1977,-989898,South Thompson-Adams River Upper
333,Chinook,Fraser,1978,-989898,South Thompson-Adams River Upper
333,Chinook,Fraser,1979,-989898,South Thompson-Adams River Upper
333,Chinook,Fraser,1980,-989898,South Thompson-Adams River Upper
333,Chinook,Fraser,1981,-989898,South Thompson-Adams River Upper
333,Chinook,Fraser,1982,-989898,South Thompson-Adams River Upper
333,Chinook,Fraser,1983,-989898,South Thompson-Adams River Upper
333,Chinook,Fraser,1984,-989898,South Thompson-Adams River Upper
333,Chinook,Fraser,1985,-989898,South Thompson-Adams River Upper
333,Chinook,Fraser,1986,-989898,South Thompson-Adams River Upper
333,Chinook,Fraser,1987,-989898,South Thompson-Adams River Upper
333,Chinook,Fraser,1988,-989898,South Thompson-Adams River Upper
333,Chinook,Fraser,1989,-989898,South Thompson-Adams River Upper
333,Chinook,Fraser,1990,-989898,South Thompson-Adams River Upper
333,Chinook,Fraser,1991,-989898,South Thompson-Adams River Upper
333,Chinook,Fraser,1992,-989898,South Thompson-Adams River Upper
333,Chinook,Fraser,1993,-989898,South Thompson-Adams River Upper
333,Chinook,Fraser,1994,-989898,South Thompson-Adams River Upper
333,Chinook,Fraser,1995,-989898,South Thompson-Adams River Upper
333,Chinook,Fraser,1996,-989898,South Thompson-Adams River Upper
333,Chinook,Fraser,1997,-989898,South Thompson-Adams River Upper
333,Chinook,Fraser,1998,-989898,South Thompson-Adams River Upper
333,Chinook,Fraser,1999,107,South Thompson-Adams River Upper
333,Chinook,Fraser,2000,60,South Thompson-Adams River Upper
333,Chinook,Fraser,2001,109,South Thompson-Adams River Upper
333,Chinook,Fraser,2002,35,South Thompson-Adams River Upper
333,Chinook,Fraser,2003,150,South Thompson-Adams River Upper
333,Chinook,Fraser,2004,238,South Thompson-Adams River Upper
333,Chinook,Fraser,2005,-989898,South Thompson-Adams River Upper
333,Chinook,Fraser,2006,165,South Thompson-Adams River Upper
333,Chinook,Fraser,2007,20,South Thompson-Adams River Upper
333,Chinook,Fraser,2008,150,South Thompson-Adams River Upper
333,Chinook,Fraser,2009,81,South Thompson-Adams River Upper
333,Chinook,Fraser,2010,55,South Thompson-Adams River Upper
333,Chinook,Fraser,2011,70,South Thompson-Adams River Upper
333,Chinook,Fraser,2012,97,South Thompson-Adams River Upper
333,Chinook,Fraser,2013,-989898,South Thompson-Adams River Upper
333,Chinook,Fraser,2014,-989898,South Thompson-Adams River Upper
333,Chinook,Fraser,2015,-989898,South Thompson-Adams River Upper
333,Chinook,Fraser,2016,-989898,South Thompson-Adams River Upper
333,Chinook,Fraser,2017,-989898,South Thompson-Adams River Upper
333,Chinook,Fraser,2018,101,South Thompson-Adams River Upper
333,Chinook,Fraser,2019,-989898,South Thompson-Adams River Upper
333,Chinook,Fraser,2020,-989898,South Thompson-Adams River Upper
333,Chinook,Fraser,2021,-989898,South Thompson-Adams River Upper
333,Chinook,Fraser,2022,-989898,South Thompson-Adams River Upper
333,Chinook,Fraser,2023,-989898,South Thompson-Adams River Upper
701,Chum,Fraser,1950,-989898,Lower Fraser
701,Chum,Fraser,1951,-989898,Lower Fraser
701,Chum,Fraser,1952,-989898,Lower Fraser
701,Chum,Fraser,1953,-989898,Lower Fraser
701,Chum,Fraser,1954,-989898,Lower Fraser
701,Chum,Fraser,1955,-989898,Lower Fraser
701,Chum,Fraser,1956,-989898,Lower Fraser
701,Chum,Fraser,1957,-989898,Lower Fraser
701,Chum,Fraser,1958,-989898,Lower Fraser
701,Chum,Fraser,1959,-989898,Lower Fraser
701,Chum,Fraser,1960,-989898,Lower Fraser
701,Chum,Fraser,1961,-989898,Lower Fraser
701,Chum,Fraser,1962,-989898,Lower Fraser
701,Chum,Fraser,1963,-989898,Lower Fraser
701,Chum,Fraser,1964,-989898,Lower Fraser
701,Chum,Fraser,1965,-989898,Lower Fraser
701,Chum,Fraser,1966,-989898,Lower Fraser
701,Chum,Fraser,1967,-989898,Lower Fraser
701,Chum,Fraser,1968,-989898,Lower Fraser
701,Chum,Fraser,1969,-989898,Lower Fraser
701,Chum,Fraser,1970,-989898,Lower Fraser
701,Chum,Fraser,1971,-989898,Lower Fraser
701,Chum,Fraser,1972,-989898,Lower Fraser
701,Chum,Fraser,1973,-989898,Lower Fraser
701,Chum,Fraser,1974,-989898,Lower Fraser
701,Chum,Fraser,1975,-989898,Lower Fraser
701,Chum,Fraser,1976,-989898,Lower Fraser
701,Chum,Fraser,1977,-989898,Lower Fraser
701,Chum,Fraser,1978,-989898,Lower Fraser
701,Chum,Fraser,1979,-989898,Lower Fraser
701,Chum,Fraser,1980,-989898,Lower Fraser
701,Chum,Fraser,1981,-989898,Lower Fraser
701,Chum,Fraser,1982,-989898,Lower Fraser
701,Chum,Fraser,1983,-989898,Lower Fraser
701,Chum,Fraser,1984,-989898,Lower Fraser
701,Chum,Fraser,1985,-989898,Lower Fraser
701,Chum,Fraser,1986,-989898,Lower Fraser
701,Chum,Fraser,1987,-989898,Lower Fraser
701,Chum,Fraser,1988,-989898,Lower Fraser
701,Chum,Fraser,1989,-989898,Lower Fraser
701,Chum,Fraser,1990,-989898,Lower Fraser
701,Chum,Fraser,1991,-989898,Lower Fraser
701,Chum,Fraser,1992,-989898,Lower Fraser
701,Chum,Fraser,1993,-989898,Lower Fraser
701,Chum,Fraser,1994,-989898,Lower Fraser
701,Chum,Fraser,1995,-989898,Lower Fraser
701,Chum,Fraser,1996,-989898,Lower Fraser
701,Chum,Fraser,1997,-989898,Lower Fraser
701,Chum,Fraser,1998,3471851,Lower Fraser
701,Chum,Fraser,1999,2894103,Lower Fraser
701,Chum,Fraser,2000,667730,Lower Fraser
701,Chum,Fraser,2001,3014752,Lower Fraser
701,Chum,Fraser,2002,2260681,Lower Fraser
701,Chum,Fraser,2003,1470262,Lower Fraser
701,Chum,Fraser,2004,2664646,Lower Fraser
701,Chum,Fraser,2005,1373327,Lower Fraser
701,Chum,Fraser,2006,2078453,Lower Fraser
701,Chum,Fraser,2007,1054935,Lower Fraser
701,Chum,Fraser,2008,958115,Lower Fraser
701,Chum,Fraser,2009,643880,Lower Fraser
701,Chum,Fraser,2010,645328,Lower Fraser
701,Chum,Fraser,2011,1115873,Lower Fraser
701,Chum,Fraser,2012,1523901,Lower Fraser
701,Chum,Fraser,2013,979906,Lower Fraser
701,Chum,Fraser,2014,1141803,Lower Fraser
701,Chum,Fraser,2015,985248,Lower Fraser
701,Chum,Fraser,2016,1988604,Lower Fraser
701,Chum,Fraser,2017,665119,Lower Fraser
701,Chum,Fraser,2018,706948,Lower Fraser
701,Chum,Fraser,2019,316507,Lower Fraser
701,Chum,Fraser,2020,553359,Lower Fraser
701,Chum,Fraser,2021,536961,Lower Fraser
701,Chum,Fraser,2022,1141649,Lower Fraser
704,Coho,Fraser,1950,-989898,Lillooet
704,Coho,Fraser,1951,-989898,Lillooet
704,Coho,Fraser,1952,-989898,Lillooet
704,Coho,Fraser,1953,-989898,Lillooet
704,Coho,Fraser,1954,-989898,Lillooet
704,Coho,Fraser,1955,-989898,Lillooet
704,Coho,Fraser,1956,-989898,Lillooet
704,Coho,Fraser,1957,-989898,Lillooet
704,Coho,Fraser,1958,-989898,Lillooet
704,Coho,Fraser,1959,-989898,Lillooet
704,Coho,Fraser,1960,-989898,Lillooet
704,Coho,Fraser,1961,-989898,Lillooet
704,Coho,Fraser,1962,-989898,Lillooet
704,Coho,Fraser,1963,-989898,Lillooet
704,Coho,Fraser,1964,-989898,Lillooet
704,Coho,Fraser,1965,-989898,Lillooet
704,Coho,Fraser,1966,-989898,Lillooet
704,Coho,Fraser,1967,-989898,Lillooet
704,Coho,Fraser,1968,-989898,Lillooet
704,Coho,Fraser,1969,-989898,Lillooet
704,Coho,Fraser,1970,-989898,Lillooet
704,Coho,Fraser,1971,-989898,Lillooet
704,Coho,Fraser,1972,-989898,Lillooet
704,Coho,Fraser,1973,-989898,Lillooet
704,Coho,Fraser,1974,-989898,Lillooet
704,Coho,Fraser,1975,-989898,Lillooet
704,Coho,Fraser,1976,-989898,Lillooet
704,Coho,Fraser,1977,-989898,Lillooet
704,Coho,Fraser,1978,-989898,Lillooet
704,Coho,Fraser,1979,-989898,Lillooet
704,Coho,Fraser,1980,-989898,Lillooet
704,Coho,Fraser,1981,-989898,Lillooet
704,Coho,Fraser,1982,-989898,Lillooet
704,Coho,Fraser,1983,-989898,Lillooet
704,Coho,Fraser,1984,-989898,Lillooet
704,Coho,Fraser,1985,-989898,Lillooet
704,Coho,Fraser,1986,-989898,Lillooet
704,Coho,Fraser,1987,-989898,Lillooet
704,Coho,Fraser,1988,-989898,Lillooet
704,Coho,Fraser,1989,-989898,Lillooet
704,Coho,Fraser,1990,-989898,Lillooet
704,Coho,Fraser,1991,-989898,Lillooet
704,Coho,Fraser,1992,-989898,Lillooet
704,Coho,Fraser,1993,-989898,Lillooet
704,Coho,Fraser,1994,-989898,Lillooet
704,Coho,Fraser,1995,-989898,Lillooet
704,Coho,Fraser,1996,-989898,Lillooet
704,Coho,Fraser,1997,-989898,Lillooet
704,Coho,Fraser,1998,-989898,Lillooet
704,Coho,Fraser,1999,-989898,Lillooet
704,Coho,Fraser,2000,-989898,Lillooet
704,Coho,Fraser,2001,-989898,Lillooet
704,Coho,Fraser,2002,-989898,Lillooet
704,Coho,Fraser,2003,-989898,Lillooet
704,Coho,Fraser,2004,-989898,Lillooet
704,Coho,Fraser,2005,-989898,Lillooet
704,Coho,Fraser,2006,-989898,Lillooet
704,Coho,Fraser,2007,-989898,Lillooet
704,Coho,Fraser,2008,-989898,Lillooet
704,Coho,Fraser,2009,-989898,Lillooet
704,Coho,Fraser,2010,-989898,Lillooet
704,Coho,Fraser,2011,-989898,Lillooet
704,Coho,Fraser,2012,-989898,Lillooet
704,Coho,Fraser,2013,-989898,Lillooet
704,Coho,Fraser,2014,-989898,Lillooet
704,Coho,Fraser,2015,-989898,Lillooet
704,Coho,Fraser,2016,-989898,Lillooet
704,Coho,Fraser,2017,-989898,Lillooet
704,Coho,Fraser,2018,-989898,Lillooet
704,Coho,Fraser,2019,-989898,Lillooet
704,Coho,Fraser,2020,-989898,Lillooet
704,Coho,Fraser,2021,-989898,Lillooet
704,Coho,Fraser,2022,-989898,Lillooet
705,Coho,Fraser,1950,-989898,Fraser Canyon
705,Coho,Fraser,1951,-989898,Fraser Canyon
