,CUID,Species,Year,LGL counts,NuSEDS counts by CU,Total run,Region
103,718,Lake Sockeye,1951,NA,NA,NA,Fraser
104,752,Lake Sockeye,1951,NA,NA,NA,Fraser
105,715,Lake Sockeye,1951,NA,37837,NA,Fraser
106,728,Lake Sockeye,1951,NA,49,NA,Fraser
107,729,Lake Sockeye,1951,NA,29,NA,Fraser
108,738,Lake Sockeye,1951,NA,24344,NA,Fraser
109,739,Lake Sockeye,1951,NA,145104,NA,Fraser
110,732,Lake Sockeye,1951,NA,60969,NA,Fraser
111,731,Lake Sockeye,1951,NA,4402,NA,Fraser
112,734,Lake Sockeye,1951,NA,500,NA,Fraser
113,745,River Sockeye,1951,NA,NA,NA,Fraser
114,742,River Sockeye,1951,NA,NA,NA,Fraser
115,302,Chinook,1951,NA,NA,NA,Fraser
116,906,Coho,1951,NA,NA,NA,Fraser
117,760,Lake Sockeye,1951,NA,NA,NA,Fraser
118,756,Lake Sockeye,1951,NA,NA,NA,Fraser
119,757,Lake Sockeye,1951,NA,NA,NA,Fraser
120,753,Lake Sockeye,1951,NA,NA,NA,Fraser
121,758,Lake Sockeye,1951,NA,NA,NA,Fraser
122,761,Lake Sockeye,1951,NA,NA,NA,Fraser
123,763,Lake Sockeye,1951,NA,NA,NA,Fraser
124,759,Lake Sockeye,1951,NA,NA,NA,Fraser
125,308,Chinook,1952,NA,200,NA,Fraser
126,303,Chinook,1952,NA,75000,NA,Fraser
127,307,Chinook,1952,NA,200,NA,Fraser
128,304,Chinook,1952,NA,750,NA,Fraser
129,306,Chinook,1952,NA,1700,NA,Fraser
130,305,Chinook,1952,NA,1500,NA,Fraser
131,317,Chinook,1952,NA,11125,NA,Fraser
132,309,Chinook,1952,NA,100,NA,Fraser
133,310,Chinook,1952,NA,620,NA,Fraser
134,311,Chinook,1952,NA,5625,NA,Fraser
135,318,Chinook,1952,NA,400,NA,Fraser
136,319,Chinook,1952,NA,1025,NA,Fraser
137,315,Chinook,1952,NA,5000,NA,Fraser
138,316,Chinook,1952,NA,NA,NA,Fraser
139,313,Chinook,1952,NA,7400,NA,Fraser
140,314,Chinook,1952,NA,5000,NA,Fraser
141,333,Chinook,1952,NA,NA,NA,Fraser
142,312,Chinook,1952,NA,7500,NA,Fraser
143,701,Chum,1952,NA,NA,NA,Fraser
144,705,Coho,1952,NA,500,NA,Fraser
145,749,Coho,1952,NA,NA,NA,Fraser
146,704,Coho,1952,NA,19175,NA,Fraser
147,750,Coho,1952,NA,64150,NA,Fraser
148,707,Coho,1952,NA,NA,NA,Fraser
149,709,Coho,1952,NA,NA,NA,Fraser
150,708,Coho,1952,NA,NA,NA,Fraser
151,710,Pink (Odd),1952,NA,NA,NA,Fraser
152,751,Lake Sockeye,1952,NA,NA,NA,Fraser
153,719,Lake Sockeye,1952,NA,7070,NA,Fraser
154,735,Lake Sockeye,1952,NA,18672,NA,Fraser
155,720,Lake Sockeye,1952,NA,NA,NA,Fraser
156,721,Lake Sockeye,1952,NA,490065,NA,Fraser
157,711,Lake Sockeye,1952,NA,NA,NA,Fraser
158,712,Lake Sockeye,1952,NA,18910,NA,Fraser
159,725,Lake Sockeye,1952,NA,40504,NA,Fraser
160,713,Lake Sockeye,1952,NA,6181,NA,Fraser
161,714,Lake Sockeye,1952,NA,28100,NA,Fraser
162,740,Lake Sockeye,1952,NA,15617,NA,Fraser
163,716,Lake Sockeye,1952,NA,77406,NA,Fraser
164,727,Lake Sockeye,1952,NA,76,NA,Fraser
165,718,Lake Sockeye,1952,NA,NA,NA,Fraser
166,752,Lake Sockeye,1952,NA,NA,NA,Fraser
167,715,Lake Sockeye,1952,NA,48899,NA,Fraser
168,728,Lake Sockeye,1952,NA,7017,NA,Fraser
169,729,Lake Sockeye,1952,NA,NA,NA,Fraser
170,738,Lake Sockeye,1952,NA,6766,NA,Fraser
171,739,Lake Sockeye,1952,NA,10753,NA,Fraser
172,732,Lake Sockeye,1952,NA,33582,NA,Fraser
173,731,Lake Sockeye,1952,NA,1975,NA,Fraser
174,734,Lake Sockeye,1952,NA,3647,NA,Fraser
175,745,River Sockeye,1952,NA,NA,NA,Fraser
176,742,River Sockeye,1952,NA,NA,NA,Fraser
177,302,Chinook,1952,NA,NA,NA,Fraser
178,906,Coho,1952,NA,NA,NA,Fraser
179,760,Lake Sockeye,1952,NA,NA,NA,Fraser
180,756,Lake Sockeye,1952,NA,NA,NA,Fraser
181,757,Lake Sockeye,1952,NA,NA,NA,Fraser
182,753,Lake Sockeye,1952,NA,NA,NA,Fraser
183,758,Lake Sockeye,1952,NA,NA,NA,Fraser
184,761,Lake Sockeye,1952,NA,NA,NA,Fraser
185,763,Lake Sockeye,1952,NA,NA,NA,Fraser
186,759,Lake Sockeye,1952,NA,NA,NA,Fraser
187,308,Chinook,1953,NA,75,NA,Fraser
188,303,Chinook,1953,NA,15000,NA,Fraser
189,307,Chinook,1953,NA,200,NA,Fraser
190,304,Chinook,1953,NA,1500,NA,Fraser
191,306,Chinook,1953,NA,800,NA,Fraser
192,305,Chinook,1953,NA,1500,NA,Fraser
193,317,Chinook,1953,NA,10970,NA,Fraser
194,309,Chinook,1953,NA,NA,NA,Fraser
195,310,Chinook,1953,NA,950,NA,Fraser
196,311,Chinook,1953,NA,3025,NA,Fraser
197,318,Chinook,1953,NA,3500,NA,Fraser
198,319,Chinook,1953,NA,5800,NA,Fraser
199,315,Chinook,1953,NA,8250,NA,Fraser
200,316,Chinook,1953,NA,NA,NA,Fraser
201,313,Chinook,1953,NA,12500,NA,Fraser
202,314,Chinook,1953,NA,4250,NA,Fraser
203,333,Chinook,1953,NA,NA,NA,Fraser
204,312,Chinook,1953,NA,9750,NA,Fraser
205,701,Chum,1953,NA,137300,NA,Fraser
206,705,Coho,1953,NA,325,NA,Fraser
207,749,Coho,1953,NA,400,NA,Fraser
208,704,Coho,1953,NA,6275,NA,Fraser
209,750,Coho,1953,NA,60425,NA,Fraser
210,707,Coho,1953,NA,NA,NA,Fraser
211,709,Coho,1953,NA,NA,NA,Fraser
212,708,Coho,1953,NA,NA,NA,Fraser
213,710,Pink (Odd),1953,NA,400,NA,Fraser
214,751,Lake Sockeye,1953,NA,NA,NA,Fraser
215,719,Lake Sockeye,1953,NA,74,NA,Fraser
216,735,Lake Sockeye,1953,NA,13517,NA,Fraser
217,720,Lake Sockeye,1953,NA,NA,NA,Fraser
218,721,Lake Sockeye,1953,NA,201245,NA,Fraser
219,711,Lake Sockeye,1953,NA,NA,NA,Fraser
220,712,Lake Sockeye,1953,NA,13000,NA,Fraser
221,725,Lake Sockeye,1953,NA,45105,NA,Fraser
222,713,Lake Sockeye,1953,NA,536,NA,Fraser
223,714,Lake Sockeye,1953,NA,9395,NA,Fraser
224,740,Lake Sockeye,1953,NA,7909,NA,Fraser
225,716,Lake Sockeye,1953,NA,56623,NA,Fraser
226,727,Lake Sockeye,1953,NA,27234,NA,Fraser
227,718,Lake Sockeye,1953,NA,NA,NA,Fraser
228,752,Lake Sockeye,1953,NA,NA,NA,Fraser
229,715,Lake Sockeye,1953,NA,19043,NA,Fraser
230,728,Lake Sockeye,1953,NA,110927,NA,Fraser
231,729,Lake Sockeye,1953,NA,200,NA,Fraser
232,738,Lake Sockeye,1953,NA,7311,NA,Fraser
233,739,Lake Sockeye,1953,NA,220363,NA,Fraser
234,732,Lake Sockeye,1953,NA,153885,NA,Fraser
235,731,Lake Sockeye,1953,NA,369023,NA,Fraser
236,734,Lake Sockeye,1953,NA,4422,NA,Fraser
237,745,River Sockeye,1953,NA,NA,NA,Fraser
238,742,River Sockeye,1953,NA,NA,NA,Fraser
239,302,Chinook,1953,NA,NA,NA,Fraser
240,906,Coho,1953,NA,NA,NA,Fraser
241,760,Lake Sockeye,1953,NA,NA,NA,Fraser
242,756,Lake Sockeye,1953,NA,NA,NA,Fraser
243,757,Lake Sockeye,1953,NA,NA,NA,Fraser
244,753,Lake Sockeye,1953,NA,NA,NA,Fraser
245,758,Lake Sockeye,1953,NA,NA,NA,Fraser
246,761,Lake Sockeye,1953,NA,NA,NA,Fraser
247,763,Lake Sockeye,1953,NA,NA,NA,Fraser
248,759,Lake Sockeye,1953,NA,NA,NA,Fraser
249,308,Chinook,1954,NA,NA,NA,Fraser
250,303,Chinook,1954,NA,15000,NA,Fraser
251,307,Chinook,1954,NA,75,NA,Fraser
252,304,Chinook,1954,NA,750,NA,Fraser
253,306,Chinook,1954,NA,875,NA,Fraser
254,305,Chinook,1954,NA,750,NA,Fraser
255,317,Chinook,1954,NA,11300,NA,Fraser
256,309,Chinook,1954,NA,25,NA,Fraser
257,310,Chinook,1954,NA,1025,NA,Fraser
258,311,Chinook,1954,NA,2475,NA,Fraser
259,318,Chinook,1954,NA,1500,NA,Fraser
260,319,Chinook,1954,NA,3925,NA,Fraser
261,315,Chinook,1954,NA,1500,NA,Fraser
262,316,Chinook,1954,NA,NA,NA,Fraser
263,313,Chinook,1954,NA,2250,NA,Fraser
264,314,Chinook,1954,NA,1900,NA,Fraser
265,333,Chinook,1954,NA,NA,NA,Fraser
266,312,Chinook,1954,NA,7450,NA,Fraser
267,701,Chum,1954,NA,86225,NA,Fraser
268,705,Coho,1954,NA,500,NA,Fraser
269,749,Coho,1954,NA,25,NA,Fraser
270,704,Coho,1954,NA,2025,NA,Fraser
271,750,Coho,1954,NA,35275,NA,Fraser
272,707,Coho,1954,NA,NA,NA,Fraser
273,709,Coho,1954,NA,NA,NA,Fraser
274,708,Coho,1954,NA,NA,NA,Fraser
275,710,Pink (Odd),1954,NA,NA,NA,Fraser
276,751,Lake Sockeye,1954,NA,NA,NA,Fraser
277,719,Lake Sockeye,1954,NA,45,NA,Fraser
278,735,Lake Sockeye,1954,NA,10774,NA,Fraser
279,720,Lake Sockeye,1954,NA,NA,NA,Fraser
280,721,Lake Sockeye,1954,NA,37743,NA,Fraser
281,711,Lake Sockeye,1954,NA,NA,NA,Fraser
282,712,Lake Sockeye,1954,NA,24150,NA,Fraser
283,725,Lake Sockeye,1954,NA,141927,NA,Fraser
284,713,Lake Sockeye,1954,NA,304,NA,Fraser
285,714,Lake Sockeye,1954,NA,28450,NA,Fraser
286,740,Lake Sockeye,1954,NA,9995,NA,Fraser
287,716,Lake Sockeye,1954,NA,41228,NA,Fraser
288,727,Lake Sockeye,1954,NA,1540,NA,Fraser
289,718,Lake Sockeye,1954,NA,NA,NA,Fraser
290,752,Lake Sockeye,1954,NA,NA,NA,Fraser
291,715,Lake Sockeye,1954,NA,17624,NA,Fraser
292,728,Lake Sockeye,1954,NA,299,NA,Fraser
293,729,Lake Sockeye,1954,NA,3379,NA,Fraser
294,738,Lake Sockeye,1954,NA,24892,NA,Fraser
295,739,Lake Sockeye,1954,NA,2031013,NA,Fraser
296,732,Lake Sockeye,1954,NA,35058,NA,Fraser
297,731,Lake Sockeye,1954,NA,5470,NA,Fraser
298,734,Lake Sockeye,1954,NA,3500,NA,Fraser
299,745,River Sockeye,1954,NA,NA,NA,Fraser
300,742,River Sockeye,1954,NA,NA,NA,Fraser
301,302,Chinook,1954,NA,NA,NA,Fraser
302,906,Coho,1954,NA,NA,NA,Fraser
303,760,Lake Sockeye,1954,NA,NA,NA,Fraser
304,756,Lake Sockeye,1954,NA,NA,NA,Fraser
305,757,Lake Sockeye,1954,NA,NA,NA,Fraser
306,753,Lake Sockeye,1954,NA,NA,NA,Fraser
307,758,Lake Sockeye,1954,NA,NA,NA,Fraser
308,761,Lake Sockeye,1954,NA,NA,NA,Fraser
309,763,Lake Sockeye,1954,NA,NA,NA,Fraser
310,759,Lake Sockeye,1954,NA,NA,NA,Fraser
311,308,Chinook,1955,NA,400,NA,Fraser
312,303,Chinook,1955,NA,7500,NA,Fraser
313,307,Chinook,1955,NA,25,NA,Fraser
314,304,Chinook,1955,NA,750,NA,Fraser
315,306,Chinook,1955,NA,825,NA,Fraser
316,305,Chinook,1955,NA,750,NA,Fraser
317,317,Chinook,1955,NA,11100,NA,Fraser
318,309,Chinook,1955,NA,25,NA,Fraser
319,310,Chinook,1955,NA,550,NA,Fraser
320,311,Chinook,1955,NA,2000,NA,Fraser
321,318,Chinook,1955,NA,400,NA,Fraser
322,319,Chinook,1955,NA,2325,NA,Fraser
323,315,Chinook,1955,NA,5000,NA,Fraser
324,316,Chinook,1955,NA,NA,NA,Fraser
325,313,Chinook,1955,NA,1600,NA,Fraser
326,314,Chinook,1955,NA,600,NA,Fraser
327,333,Chinook,1955,NA,NA,NA,Fraser
328,312,Chinook,1955,NA,5100,NA,Fraser
329,701,Chum,1955,NA,110125,NA,Fraser
330,705,Coho,1955,NA,500,NA,Fraser
331,749,Coho,1955,NA,25,NA,Fraser
332,704,Coho,1955,NA,2275,NA,Fraser
333,750,Coho,1955,NA,33496,NA,Fraser
334,707,Coho,1955,NA,NA,NA,Fraser
335,709,Coho,1955,NA,NA,NA,Fraser
336,708,Coho,1955,NA,NA,NA,Fraser
337,710,Pink (Odd),1955,NA,NA,NA,Fraser
338,751,Lake Sockeye,1955,NA,NA,NA,Fraser
339,719,Lake Sockeye,1955,NA,77,NA,Fraser
340,735,Lake Sockeye,1955,NA,9355,NA,Fraser
341,720,Lake Sockeye,1955,NA,NA,NA,Fraser
342,721,Lake Sockeye,1955,NA,132146,NA,Fraser
343,711,Lake Sockeye,1955,NA,NA,NA,Fraser
344,712,Lake Sockeye,1955,NA,26000,NA,Fraser
345,725,Lake Sockeye,1955,NA,51829,NA,Fraser
346,713,Lake Sockeye,1955,NA,191,NA,Fraser
347,714,Lake Sockeye,1955,NA,21672,NA,Fraser
348,740,Lake Sockeye,1955,NA,5178,NA,Fraser
349,716,Lake Sockeye,1955,NA,24500,NA,Fraser
350,727,Lake Sockeye,1955,NA,216,NA,Fraser
351,718,Lake Sockeye,1955,NA,NA,NA,Fraser
352,752,Lake Sockeye,1955,NA,NA,NA,Fraser
353,715,Lake Sockeye,1955,NA,17950,NA,Fraser
354,728,Lake Sockeye,1955,NA,63,NA,Fraser
355,729,Lake Sockeye,1955,NA,43,NA,Fraser
356,738,Lake Sockeye,1955,NA,9022,NA,Fraser
357,739,Lake Sockeye,1955,NA,64584,NA,Fraser
358,732,Lake Sockeye,1955,NA,2159,NA,Fraser
359,731,Lake Sockeye,1955,NA,7618,NA,Fraser
360,734,Lake Sockeye,1955,NA,4400,NA,Fraser
361,745,River Sockeye,1955,NA,NA,NA,Fraser
362,742,River Sockeye,1955,NA,NA,NA,Fraser
363,302,Chinook,1955,NA,NA,NA,Fraser
364,906,Coho,1955,NA,NA,NA,Fraser
365,760,Lake Sockeye,1955,NA,NA,NA,Fraser
366,756,Lake Sockeye,1955,NA,NA,NA,Fraser
367,757,Lake Sockeye,1955,NA,NA,NA,Fraser
368,753,Lake Sockeye,1955,NA,NA,NA,Fraser
369,758,Lake Sockeye,1955,NA,NA,NA,Fraser
370,761,Lake Sockeye,1955,NA,NA,NA,Fraser
371,763,Lake Sockeye,1955,NA,NA,NA,Fraser
372,759,Lake Sockeye,1955,NA,NA,NA,Fraser
373,308,Chinook,1956,NA,NA,NA,Fraser
374,303,Chinook,1956,NA,3500,NA,Fraser
375,307,Chinook,1956,NA,75,NA,Fraser
376,304,Chinook,1956,NA,750,NA,Fraser
377,306,Chinook,1956,NA,1050,NA,Fraser
378,305,Chinook,1956,NA,1500,NA,Fraser
379,317,Chinook,1956,NA,1225,NA,Fraser
380,309,Chinook,1956,NA,25,NA,Fraser
381,310,Chinook,1956,NA,675,NA,Fraser
382,311,Chinook,1956,NA,1475,NA,Fraser
383,318,Chinook,1956,NA,1500,NA,Fraser
384,319,Chinook,1956,NA,400,NA,Fraser
385,315,Chinook,1956,NA,5000,NA,Fraser
386,316,Chinook,1956,NA,NA,NA,Fraser
387,313,Chinook,1956,NA,2300,NA,Fraser
388,314,Chinook,1956,NA,950,NA,Fraser
389,333,Chinook,1956,NA,NA,NA,Fraser
390,312,Chinook,1956,NA,4975,NA,Fraser
391,701,Chum,1956,NA,32475,NA,Fraser
392,705,Coho,1956,NA,150,NA,Fraser
393,749,Coho,1956,NA,400,NA,Fraser
394,704,Coho,1956,NA,3875,NA,Fraser
395,750,Coho,1956,NA,24725,NA,Fraser
396,707,Coho,1956,NA,NA,NA,Fraser
397,709,Coho,1956,NA,NA,NA,Fraser
398,708,Coho,1956,NA,NA,NA,Fraser
399,710,Pink (Odd),1956,NA,NA,NA,Fraser
400,751,Lake Sockeye,1956,NA,NA,NA,Fraser
401,719,Lake Sockeye,1956,NA,7848,NA,Fraser
402,735,Lake Sockeye,1956,NA,6996,NA,Fraser
403,720,Lake Sockeye,1956,NA,NA,NA,Fraser
404,721,Lake Sockeye,1956,NA,647768,NA,Fraser
405,711,Lake Sockeye,1956,NA,NA,NA,Fraser
406,712,Lake Sockeye,1956,NA,14133,NA,Fraser
407,725,Lake Sockeye,1956,NA,38495,NA,Fraser
408,713,Lake Sockeye,1956,NA,6310,NA,Fraser
409,714,Lake Sockeye,1956,NA,8772,NA,Fraser
410,740,Lake Sockeye,1956,NA,9039,NA,Fraser
411,716,Lake Sockeye,1956,NA,57974,NA,Fraser
412,727,Lake Sockeye,1956,NA,166,NA,Fraser
413,718,Lake Sockeye,1956,NA,NA,NA,Fraser
414,752,Lake Sockeye,1956,NA,NA,NA,Fraser
415,715,Lake Sockeye,1956,NA,32094,NA,Fraser
416,728,Lake Sockeye,1956,NA,2669,NA,Fraser
417,729,Lake Sockeye,1956,NA,NA,NA,Fraser
418,738,Lake Sockeye,1956,NA,2717,NA,Fraser
419,739,Lake Sockeye,1956,NA,4505,NA,Fraser
420,732,Lake Sockeye,1956,NA,25146,NA,Fraser
421,731,Lake Sockeye,1956,NA,1454,NA,Fraser
422,734,Lake Sockeye,1956,NA,1995,NA,Fraser
423,745,River Sockeye,1956,NA,NA,NA,Fraser
424,742,River Sockeye,1956,NA,NA,NA,Fraser
425,302,Chinook,1956,NA,NA,NA,Fraser
426,906,Coho,1956,NA,NA,NA,Fraser
427,760,Lake Sockeye,1956,NA,NA,NA,Fraser
428,756,Lake Sockeye,1956,NA,NA,NA,Fraser
429,757,Lake Sockeye,1956,NA,NA,NA,Fraser
430,753,Lake Sockeye,1956,NA,NA,NA,Fraser
431,758,Lake Sockeye,1956,NA,NA,NA,Fraser
432,761,Lake Sockeye,1956,NA,NA,NA,Fraser
433,763,Lake Sockeye,1956,NA,NA,NA,Fraser
434,759,Lake Sockeye,1956,NA,NA,NA,Fraser
435,308,Chinook,1957,NA,25,NA,Fraser
436,303,Chinook,1957,NA,3500,NA,Fraser
437,307,Chinook,1957,NA,200,NA,Fraser
438,304,Chinook,1957,NA,3500,NA,Fraser
439,306,Chinook,1957,NA,600,NA,Fraser
440,305,Chinook,1957,NA,1500,NA,Fraser
441,317,Chinook,1957,NA,4425,NA,Fraser
442,309,Chinook,1957,NA,25,NA,Fraser
443,310,Chinook,1957,NA,875,NA,Fraser
444,311,Chinook,1957,NA,1275,NA,Fraser
445,318,Chinook,1957,NA,1500,NA,Fraser
446,319,Chinook,1957,NA,5100,NA,Fraser
447,315,Chinook,1957,NA,5000,NA,Fraser
448,316,Chinook,1957,NA,NA,NA,Fraser
449,313,Chinook,1957,NA,7250,NA,Fraser
450,314,Chinook,1957,NA,1525,NA,Fraser
451,333,Chinook,1957,NA,NA,NA,Fraser
452,312,Chinook,1957,NA,6250,NA,Fraser
453,701,Chum,1957,NA,84455,NA,Fraser
454,705,Coho,1957,NA,375,NA,Fraser
455,749,Coho,1957,NA,2,NA,Fraser
456,704,Coho,1957,NA,2075,NA,Fraser
457,750,Coho,1957,NA,35775,NA,Fraser
458,707,Coho,1957,NA,NA,NA,Fraser
459,709,Coho,1957,NA,NA,NA,Fraser
460,708,Coho,1957,NA,NA,NA,Fraser
461,710,Pink (Odd),1957,NA,2242867,NA,Fraser
462,751,Lake Sockeye,1957,NA,NA,NA,Fraser
463,719,Lake Sockeye,1957,NA,891,NA,Fraser
464,735,Lake Sockeye,1957,NA,12069,NA,Fraser
465,720,Lake Sockeye,1957,NA,NA,NA,Fraser
466,721,Lake Sockeye,1957,NA,140765,NA,Fraser
467,711,Lake Sockeye,1957,NA,NA,NA,Fraser
468,712,Lake Sockeye,1957,NA,20647,NA,Fraser
469,725,Lake Sockeye,1957,NA,40107,NA,Fraser
470,713,Lake Sockeye,1957,NA,389,NA,Fraser
471,714,Lake Sockeye,1957,NA,20866,NA,Fraser
472,740,Lake Sockeye,1957,NA,6919,NA,Fraser
473,716,Lake Sockeye,1957,NA,24218,NA,Fraser
474,727,Lake Sockeye,1957,NA,55106,NA,Fraser
475,718,Lake Sockeye,1957,NA,NA,NA,Fraser
476,752,Lake Sockeye,1957,NA,NA,NA,Fraser
477,715,Lake Sockeye,1957,NA,12338,NA,Fraser
478,728,Lake Sockeye,1957,NA,223667,NA,Fraser
479,729,Lake Sockeye,1957,NA,452,NA,Fraser
480,738,Lake Sockeye,1957,NA,16525,NA,Fraser
481,739,Lake Sockeye,1957,NA,307228,NA,Fraser
482,732,Lake Sockeye,1957,NA,234032,NA,Fraser
483,731,Lake Sockeye,1957,NA,531130,NA,Fraser
484,734,Lake Sockeye,1957,NA,3667,NA,Fraser
485,745,River Sockeye,1957,NA,NA,NA,Fraser
486,742,River Sockeye,1957,NA,NA,NA,Fraser
487,302,Chinook,1957,NA,NA,NA,Fraser
488,906,Coho,1957,NA,NA,NA,Fraser
489,760,Lake Sockeye,1957,NA,NA,NA,Fraser
490,756,Lake Sockeye,1957,NA,NA,NA,Fraser
491,757,Lake Sockeye,1957,NA,NA,NA,Fraser
492,753,Lake Sockeye,1957,NA,NA,NA,Fraser
493,758,Lake Sockeye,1957,NA,NA,NA,Fraser
494,761,Lake Sockeye,1957,NA,NA,NA,Fraser
495,763,Lake Sockeye,1957,NA,NA,NA,Fraser
496,759,Lake Sockeye,1957,NA,NA,NA,Fraser
497,308,Chinook,1958,NA,4,NA,Fraser
498,303,Chinook,1958,NA,16500,NA,Fraser
499,307,Chinook,1958,NA,25,NA,Fraser
500,304,Chinook,1958,NA,750,NA,Fraser
501,306,Chinook,1958,NA,800,NA,Fraser
